"filename","replicate","tau","vhi","alpha","expt","prod_loss_cost","incidence","mmr_cost","directMedicalCost","totalCost"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_109",109,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",26357.0881226053,9,1584223572,58425.75,1584308354.83812
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_11",11,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",4559.38697318008,1,1584223572,6491.75,1584234623.13697
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_110",110,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1009.70625798212,2,1584223572,12983.5,1584237565.20626
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_111",111,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",37229.1187739463,6,1584223572,38950.5,1584299751.61877
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_112",112,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",23356.7049808429,4,1584223572,25967,1584272895.70498
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_113",113,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",38822.5287356322,6,1584223572,38950.5,1584301345.02874
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_114",114,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",3662.06896551724,1,1584223572,6491.75,1584233725.81897
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_115",115,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",9672.41379310344,2,1584223572,12983.5,1584246227.91379
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_116",116,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",118509.578544061,17,1584223572,110359.75,1584452441.32854
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_117",117,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,1,1584223572,6491.75,1584230063.75
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_118",118,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1134.09961685824,1,1584223572,6491.75,1584231197.84962
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_119",119,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,1,1584223572,6491.75,1584230063.75
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_12",12,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",7022.98850574713,1,1584223572,6491.75,1584237086.73851
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_120",120,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",2310.34482758621,2,1584223572,12983.5,1584238865.84483
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_121",121,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",8999.99999999999,2,1584223572,12983.5,1584245555.5
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_122",122,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",496.551724137932,1,1584223572,6491.75,1584230560.30172
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_123",123,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",18873.1800766284,4,1584223572,25967,1584268412.18008
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_124",124,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",4045.97701149426,1,1584223572,6491.75,1584234109.72701
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_125",125,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",2980.8429118774,1,1584223572,6491.75,1584233044.59291
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_126",126,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",3501.72413793103,2,1584223572,12983.5,1584240057.22414
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_127",127,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",47044.8275862069,12,1584223572,77901,1584348517.82759
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_128",128,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",9003.83141762454,1,1584223572,6491.75,1584239067.58142
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_129",129,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1593932.98212005,234,1584223572,1519069.5,1587336574.48212
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_13",13,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",49348.6590038314,1,1584223572,6491.75,1584279412.409
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_130",130,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",8022.22222222222,4,1584223572,25967,1584257561.22222
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_131",131,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",800.766283524904,1,1584223572,6491.75,1584230864.51628
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_132",132,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",46847.643678161,12,1584223572,77901,1584348320.64368
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_133",133,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",8122.60536398466,1,1584223572,6491.75,1584238186.35536
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_134",134,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",19718.3908045977,1,1584223572,6491.75,1584249782.1408
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_135",135,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",11793774.4342273,2418,1584223572,15697051.5,1611714397.93423
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_136",136,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",2520.38314176246,2,1584223572,12983.5,1584239075.88314
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_137",137,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,1,1584223572,6491.75,1584230063.75
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_138",138,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",3362.83524904215,1,1584223572,6491.75,1584233426.58525
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_139",139,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",29192.1455938697,8,1584223572,51934,1584304698.14559
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_14",14,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1532.56704980843,1,1584223572,6491.75,1584231596.31705
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_140",140,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",3969.34865900384,1,1584223572,6491.75,1584234033.09866
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_141",141,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",15325.6704980843,2,1584223572,12983.5,1584251881.1705
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_142",142,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,2,1584223572,12983.5,1584236555.5
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_143",143,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",4980.8429118774,1,1584223572,6491.75,1584235044.59291
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_144",144,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",26493.1034482759,2,1584223572,12983.5,1584263048.60345
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_145",145,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",10139.846743295,1,1584223572,6491.75,1584240203.59674
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_146",146,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",18544.061302682,1,1584223572,6491.75,1584248607.8113
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_149",149,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",8199.23371647508,1,1584223572,6491.75,1584238262.98372
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_15",15,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",764450.332056195,106,1584223572,688125.5,1585676147.83206
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_150",150,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,1,1584223572,6491.75,1584230063.75
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_151",151,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",21246.4878671775,3,1584223572,19475.25,1584264293.73787
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_152",152,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",9793.10344827588,2,1584223572,12983.5,1584246348.60345
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_153",153,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",312212.72669221,42,1584223572,272653.5,1584808438.22669
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_154",154,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,1,1584223572,6491.75,1584230063.75
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_155",155,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",16490.4214559387,1,1584223572,6491.75,1584246554.17146
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_156",156,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",30516.8582375479,7,1584223572,45442.25,1584299531.10824
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_157",157,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",5747.12643678162,1,1584223572,6491.75,1584235810.87644
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_158",158,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",32548.6590038315,5,1584223572,32458.75,1584288579.409
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_159",159,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",20777.7777777778,1,1584223572,6491.75,1584250841.52778
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_16",16,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",12337.1647509579,6,1584223572,38950.5,1584274859.66475
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_160",160,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",6721.32822477652,1,1584223572,6491.75,1584236785.07822
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_161",161,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",8126.4367816092,1,1584223572,6491.75,1584238190.18678
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_164",164,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",339840.894636015,41,1584223572,266161.75,1584829574.64464
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_165",165,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",11434.8659003831,1,1584223572,6491.75,1584241498.6159
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_166",166,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1035410.38314176,153,1584223572,993237.75,1586252220.13314
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_167",167,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",30304.4827586207,7,1584223572,45442.25,1584299318.73276
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_168",168,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",3115163.31481482,620,1584223572,4024885,1591363620.31481
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_169",169,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",274216.302681992,51,1584223572,331079.25,1584828867.55268
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_17",17,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",10409.0038314176,10,1584223572,64917.5,1584298898.50383
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_170",170,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",99990.0574712643,32,1584223572,207736,1584531298.05747
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_171",171,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",6294.8275862069,4,1584223572,25967,1584255833.82759
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_172",172,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",470016.922094508,82,1584223572,532323.5,1585225912.42209
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_173",173,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1747.33077905492,2,1584223572,12983.5,1584238302.83078
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_174",174,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",64101.5325670499,7,1584223572,45442.25,1584333115.78257
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_175",175,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",31885.0574712643,2,1584223572,12983.5,1584268440.55747
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_176",176,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",13517.7522349936,4,1584223572,25967,1584263056.75223
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_177",177,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",0,1,1584223572,6491.75,1584230063.75
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_178",178,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",26320.4980842911,4,1584223572,25967,1584275859.49808
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_179",179,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",5363.9846743295,3,1584223572,19475.25,1584248411.23467
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_18",18,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",4137.93103448276,1,1584223572,6491.75,1584234201.68103
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_180",180,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",8475.09578544062,1,1584223572,6491.75,1584238538.84579
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_181",181,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",103840.971264368,18,1584223572,116851.5,1584444264.47126
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_182",182,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",66449.5530012772,10,1584223572,64917.5,1584354939.053
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_183",183,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",12155.1724137931,1,1584223572,6491.75,1584242218.92241
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_184",184,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",3402.29885057471,2,1584223572,12983.5,1584239957.79885
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_185",185,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",2896.55172413794,1,1584223572,6491.75,1584232960.30172
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_186",186,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",2452.10727969348,1,1584223572,6491.75,1584232515.85728
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_187",187,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",15214.5593869732,5,1584223572,32458.75,1584271245.30939
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_188",188,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",1928.35249042146,3,1584223572,19475.25,1584244975.60249
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_189",189,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05",137623.563218391,2,1584223572,12983.5,1584374179.06322
